study_hours,class_attendance,sleep_hours,sleep_quality,facility_rating,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study,exam_score
0.5338441890166028,0.7482993197278909,0.9655172413793102,1,1,False,False,True,False,56.6
0.3575989782886334,0.2397959183673469,0.2068965517241379,1,0,False,False,False,False,64.9
0.6206896551724138,0.8061224489795917,0.6551724137931035,0,0,False,True,False,False,65.6
0.4189016602809706,0.4081632653061222,0.3620689655172414,0,1,False,True,False,False,49.0
0.475095785440613,0.6598639455782311,0.1379310344827587,2,0,False,False,False,True,53.7
0.6819923371647509,0.4268707482993197,0.5517241379310344,2,0,False,True,False,False,72.2
0.4572158365261814,0.3435374149659862,0.3620689655172414,2,2,False,False,True,False,65.4
0.9604086845466157,0.6972789115646256,0.879310344827586,2,0,False,False,False,True,83.3
0.4853128991060025,0.542517006802721,0.9482758620689654,0,1,False,False,False,True,41.8
0.9719029374201787,0.8605442176870748,0.5689655172413793,1,0,False,False,False,True,69.4
0.855683269476373,0.792517006802721,0.2931034482758621,1,2,False,False,True,False,75.4
0.900383141762452,0.8758503401360542,0.5344827586206896,0,0,False,True,False,False,66.9
0.7701149425287357,0.7704081632653061,0.8965517241379312,2,2,True,False,False,False,100.0
0.6079182630906769,0.9251700680272108,0.6724137931034483,1,1,False,False,True,False,70.7
0.5338441890166028,0.1496598639455781,0.0689655172413793,1,1,True,False,False,False,34.3
0.5530012771392082,0.6428571428571428,0.0517241379310345,2,2,False,False,False,False,83.7
0.1954022988505747,0.0731292517006801,0.1379310344827587,0,2,False,True,False,False,29.2
0.2094508301404853,0.4999999999999998,0.5689655172413793,2,1,False,False,False,True,60.9
0.0242656449553001,0.8690476190476188,0.1551724137931035,1,1,True,False,False,False,36.3
0.7509578544061303,0.7295918367346936,0.2413793103448276,1,1,False,False,False,True,69.1
0.1174968071519795,0.5850340136054419,0.5344827586206896,1,0,True,False,False,False,63.5
0.5849297573435505,0.6972789115646256,0.5689655172413793,1,2,False,False,False,False,82.6
0.1302681992337165,0.1666666666666665,0.8275862068965517,1,1,False,False,True,False,38.8
0.0574712643678161,0.9387755102040812,0.4310344827586206,1,2,False,True,False,False,56.9
0.5351213282247764,0.20578231292517,0.793103448275862,0,1,False,False,False,True,45.7
0.8812260536398467,0.1598639455782312,0.0689655172413793,1,2,False,False,True,False,92.0
0.3537675606641124,0.1326530612244897,0.5517241379310344,0,0,False,True,False,False,32.1
0.9284802043422732,0.945578231292517,0.4310344827586206,1,1,False,False,False,False,100.0
0.0,0.4608843537414966,0.9310344827586208,2,1,False,False,True,False,40.8
0.4661558109833972,0.5340136054421767,0.724137931034483,2,2,False,True,False,False,69.5
0.1392081736909323,0.3758503401360544,0.689655172413793,0,2,False,True,False,False,39.0
0.3128991060025543,0.0170068027210883,0.913793103448276,1,1,False,False,False,True,23.5
0.0140485312899106,0.0578231292517006,0.2413793103448276,0,0,False,False,True,False,19.599
0.0255427841634738,0.0051020408163264,0.7586206896551725,2,2,False,False,False,True,46.0
0.7177522349936143,0.5391156462585032,0.879310344827586,0,1,False,False,False,True,67.9
0.6590038314176245,0.1870748299319727,1.0,0,2,True,False,False,False,54.0
0.2030651340996168,0.3996598639455779,0.4310344827586206,2,1,False,False,False,True,53.5
0.9106002554278416,0.4591836734693875,0.6724137931034483,1,1,False,False,False,True,77.8
0.6922094508301405,0.5340136054421767,0.1724137931034483,0,1,False,False,False,False,68.1
0.3333333333333333,0.9013605442176869,0.5689655172413793,0,1,False,False,False,False,49.0
0.4061302681992337,0.0340136054421768,0.4482758620689656,1,2,False,False,False,False,52.2
0.2886334610472541,0.4948979591836733,0.1206896551724138,2,2,True,False,False,False,55.4
0.8378033205619412,0.1241496598639454,0.9310344827586208,0,2,False,False,True,False,69.4
0.4942528735632184,0.9353741496598638,0.913793103448276,2,0,False,False,False,True,80.7
0.1277139208173691,0.9251700680272108,0.9827586206896554,0,1,True,False,False,False,32.0
0.1954022988505747,0.1326530612244897,0.1724137931034483,2,2,False,False,False,True,34.3
0.2924648786717752,0.1088435374149658,0.0,1,1,True,False,False,False,35.4
0.4022988505747126,0.1020408163265305,0.7586206896551725,2,1,False,False,False,True,57.8
0.5951468710089399,0.0901360544217686,0.2586206896551724,1,0,False,False,True,False,50.4
0.974457215836526,0.1513605442176869,0.6379310344827586,1,2,False,False,False,False,87.2
0.2579821200510856,0.1479591836734692,0.5344827586206896,1,0,False,False,False,False,56.6
0.3256704980842912,0.1564625850340134,0.5862068965517241,2,2,False,False,True,False,91.6
0.0140485312899106,0.1411564625850339,0.5000000000000001,0,1,True,False,False,False,23.7
0.3703703703703704,0.3758503401360544,0.0,1,0,False,False,False,True,56.5
0.6794380587484036,0.2482993197278911,0.2586206896551724,1,0,True,False,False,False,76.1
0.9731800766283524,0.4149659863945576,0.9310344827586208,0,1,False,False,True,False,73.1
0.7458492975734354,0.9013605442176869,0.4137931034482759,0,1,False,False,False,True,74.8
0.1098339719029374,0.3486394557823129,0.3103448275862069,2,1,False,False,False,True,21.4
0.8991060025542784,0.282312925170068,0.0,0,2,False,True,False,False,69.5
0.846743295019157,0.923469387755102,0.3620689655172414,0,0,False,False,False,False,90.0
0.1826309067688378,0.3180272108843536,0.2068965517241379,2,1,False,True,False,False,44.3
0.9438058748403576,0.1139455782312923,0.5172413793103449,0,0,True,False,False,False,66.6
0.7190293742017879,0.6207482993197277,0.7068965517241378,1,2,False,False,True,False,83.5
0.789272030651341,0.2772108843537414,0.0517241379310345,1,2,False,False,False,True,70.9
0.458492975734355,0.5204081632653061,0.724137931034483,2,0,False,True,False,False,67.9
0.1954022988505747,0.7738095238095235,0.0,0,1,False,False,True,False,44.7
0.8058748403575989,0.5663265306122449,0.689655172413793,0,2,False,True,False,False,84.0
0.4776500638569604,0.8146258503401358,0.1379310344827587,1,1,False,False,False,False,73.0
0.9782886334610472,0.3418367346938775,0.3448275862068964,0,1,False,False,False,True,65.0
0.1468710089399744,0.16156462585034,0.103448275862069,2,0,False,False,False,False,31.4
0.3524904214559387,0.3928571428571428,0.5517241379310344,1,0,True,False,False,False,48.5
0.7407407407407407,0.4098639455782311,0.810344827586207,1,2,False,False,False,False,78.6
0.5747126436781609,0.7210884353741496,0.5689655172413793,1,2,False,True,False,False,90.9
0.4329501915708812,0.6904761904761905,0.913793103448276,0,0,True,False,False,False,39.6
0.7062579821200511,0.3061224489795917,0.0172413793103449,2,0,False,False,False,False,66.5
0.7394636015325671,0.9387755102040812,0.3448275862068964,1,0,True,False,False,False,83.1
0.5798212005108556,0.270408163265306,0.3793103448275862,1,0,False,False,True,False,40.2
0.3154533844189016,1.0,0.3103448275862069,1,0,False,False,False,False,57.6
0.6219667943805874,0.0238095238095237,0.4137931034482759,1,1,False,False,True,False,51.5
0.5466155810983397,0.6768707482993197,0.5689655172413793,2,2,False,False,False,True,92.2
0.8045977011494253,0.6224489795918366,0.1896551724137931,0,2,False,True,False,False,72.7
0.6577266922094509,0.5867346938775508,0.1896551724137931,0,1,False,True,False,False,69.9
0.4968071519795659,0.7840136054421767,0.1379310344827587,2,0,True,False,False,False,62.6
0.0089399744572158,0.5935374149659862,0.2931034482758621,1,0,False,False,False,True,27.7
0.160919540229885,0.6122448979591835,0.6551724137931035,1,0,False,False,False,True,55.9
0.3333333333333333,0.8843537414965983,0.5172413793103449,1,2,False,True,False,False,57.2
0.6040868454661558,0.1802721088435374,0.2758620689655173,2,2,False,True,False,False,69.9
0.7994891443167305,0.532312925170068,0.9827586206896554,1,1,False,True,False,False,84.6
0.970625798212005,0.7159863945578231,0.6379310344827586,1,0,False,False,False,False,100.0
0.602809706257982,0.3044217687074829,0.2586206896551724,2,0,False,True,False,False,61.6
0.7343550446998722,0.2142857142857142,0.0344827586206897,1,2,False,False,False,False,59.6
0.6245210727969348,0.1207482993197278,0.2241379310344828,0,0,False,True,False,False,37.9
0.4291187739463601,0.258503401360544,0.4827586206896553,0,1,False,True,False,False,40.8
0.6130268199233716,0.6700680272108841,0.1896551724137931,0,2,False,False,True,False,73.6
0.3997445721583653,0.6173469387755102,0.3103448275862069,0,2,True,False,False,False,52.1
0.4533844189016603,0.1649659863945577,1.0,1,2,True,False,False,False,65.9
0.9208173690932312,0.4914965986394557,0.9482758620689654,2,2,False,False,False,False,100.0
0.565772669220945,0.2074829931972788,0.5172413793103449,2,1,True,False,False,False,70.6
0.0919540229885057,0.945578231292517,0.8448275862068965,0,2,True,False,False,False,61.6
0.524904214559387,0.727891156462585,0.2758620689655173,1,2,False,True,False,False,74.8
0.9642401021711366,0.1666666666666665,0.7586206896551725,2,0,False,False,True,False,68.6
0.0919540229885057,0.2857142857142856,0.913793103448276,1,0,True,False,False,False,57.4
0.9821200510855682,0.8605442176870748,0.8448275862068965,1,1,False,False,False,False,95.5
0.9987228607918264,0.5578231292517006,0.6379310344827586,0,1,False,False,False,True,89.0
0.5632183908045977,0.3537414965986394,0.8448275862068965,0,0,False,False,False,False,72.6
0.3295019157088123,0.6003401360544218,0.0,2,2,False,False,False,True,44.3
0.0,0.3877551020408161,0.3793103448275862,0,0,False,False,False,False,19.599
0.0051085568326947,0.9200680272108844,0.7758620689655172,1,2,False,True,False,False,61.2
0.3856960408684547,0.8809523809523809,0.3965517241379311,0,2,False,True,False,False,54.6
0.789272030651341,0.1530612244897958,0.1724137931034483,2,2,False,False,False,False,95.6
0.9527458492975734,0.6802721088435373,0.7758620689655172,2,1,False,True,False,False,90.6
0.1481481481481481,0.8452380952380951,0.6206896551724138,1,1,False,True,False,False,67.1
0.4878671775223499,0.20578231292517,0.5172413793103449,1,1,False,True,False,False,68.4
0.5019157088122604,0.8792517006802718,0.3275862068965517,2,1,False,False,False,False,83.4
0.3780332056194125,0.4183673469387754,0.086206896551724,1,0,False,False,False,False,53.2
0.541507024265645,0.3044217687074829,0.879310344827586,1,0,False,False,False,False,71.4
0.9348659003831418,0.9931972789115644,0.1896551724137931,2,0,False,False,False,True,86.2
0.438058748403576,0.6921768707482991,0.6379310344827586,0,1,True,False,False,False,55.4
0.1302681992337165,0.2857142857142856,0.2931034482758621,0,1,True,False,False,False,19.8
0.6692209450830141,0.5306122448979591,0.2241379310344828,1,1,True,False,False,False,75.7
0.0217113665389527,0.6462585034013604,0.4482758620689656,1,0,False,False,True,False,31.9
0.950191570881226,0.7159863945578231,0.7413793103448277,1,0,True,False,False,False,90.7
0.950191570881226,0.2040816326530611,0.2241379310344828,1,2,False,False,True,False,81.7
0.0842911877394635,0.6190476190476188,0.086206896551724,2,0,True,False,False,False,27.6
0.5530012771392082,0.8537414965986392,0.4827586206896553,1,0,True,False,False,False,70.6
0.8045977011494253,0.8095238095238093,0.5517241379310344,2,1,False,False,False,True,92.1
0.4648786717752236,0.2908163265306122,0.6551724137931035,1,1,False,False,False,False,64.6
0.4789272030651341,0.979591836734694,0.4482758620689656,2,2,False,False,False,True,80.7
0.9808429118773946,0.0034013605442175,0.3793103448275862,0,1,False,False,True,False,69.8
0.2247765006385696,0.7840136054421767,0.1379310344827587,0,2,False,False,False,False,74.9
0.5274584929757343,0.3129251700680271,0.2931034482758621,0,1,False,False,False,True,50.5
0.10727969348659,0.9506802721088434,0.2413793103448276,2,2,False,False,True,False,67.6
0.2988505747126437,0.8690476190476188,0.1206896551724138,2,2,False,True,False,False,53.2
0.859514687100894,0.889455782312925,0.9655172413793102,1,1,False,False,False,True,85.2
0.7215836526181354,0.2465986394557822,0.1724137931034483,2,0,True,False,False,False,70.2
0.6155810983397191,0.8027210884353739,0.5689655172413793,0,1,True,False,False,False,65.9
0.1060025542784163,0.3299319727891154,0.3965517241379311,1,2,True,False,False,False,47.4
0.859514687100894,0.4455782312925169,0.5517241379310344,1,1,True,False,False,False,82.8
0.2937420178799489,0.9132653061224488,0.5862068965517241,0,2,False,True,False,False,67.7
0.5363984674329502,0.7244897959183672,0.5172413793103449,0,2,False,False,False,False,65.8
0.2286079182630907,0.6428571428571428,0.3275862068965517,1,1,True,False,False,False,54.3
0.5223499361430396,0.1207482993197278,0.3275862068965517,2,1,False,False,True,False,49.9
0.5644955300127713,0.5391156462585032,0.1551724137931035,2,0,False,True,False,False,62.2
0.3371647509578545,0.1156462585034012,0.4137931034482759,2,1,False,False,True,False,66.1
0.5070242656449553,0.0663265306122448,0.3620689655172414,2,0,False,False,True,False,60.2
0.40485312899106,0.95578231292517,1.0,2,0,False,False,False,False,80.1
0.70242656449553,0.5935374149659862,0.086206896551724,1,1,False,False,False,False,76.3
0.545338441890166,0.0,0.5862068965517241,1,1,True,False,False,False,62.0
0.8863346104725415,0.4676870748299317,1.0,2,0,False,False,False,True,93.8
0.0408684546615581,0.282312925170068,0.9482758620689654,1,0,False,True,False,False,42.3
0.0166028097062579,0.1462585034013604,0.7068965517241378,1,2,False,False,False,False,56.4
0.1826309067688378,0.8248299319727888,0.3965517241379311,2,0,True,False,False,False,52.6
0.1111111111111111,0.1462585034013604,0.7413793103448277,1,1,True,False,False,False,43.2
0.5274584929757343,0.1598639455782312,0.9482758620689654,0,2,False,False,False,False,60.5
0.194125159642401,0.2278911564625849,0.5517241379310344,0,0,False,False,False,False,41.0
0.0063856960408684,0.7159863945578231,0.3448275862068964,0,2,False,False,True,False,22.1
0.2784163473818646,0.1836734693877549,0.0,1,0,False,False,True,False,28.3
0.5095785440613027,0.3180272108843536,0.5000000000000001,2,0,False,False,True,False,52.4
0.7190293742017879,0.9098639455782308,0.086206896551724,2,2,True,False,False,False,84.3
0.438058748403576,0.5663265306122449,0.3103448275862069,0,2,False,False,False,False,60.8
0.9731800766283524,0.1666666666666665,0.6206896551724138,0,2,False,False,False,True,55.2
0.194125159642401,0.86734693877551,0.2758620689655173,1,0,True,False,False,False,59.7
0.5146871008939975,0.5119047619047619,0.2068965517241379,2,2,True,False,False,False,69.1
0.2490421455938697,0.8418367346938773,0.5862068965517241,0,0,False,True,False,False,57.0
0.8135376756066411,0.0697278911564626,0.0517241379310345,0,2,True,False,False,False,67.9
0.1813537675606641,0.1547619047619047,0.9482758620689654,1,2,True,False,False,False,38.3
0.9719029374201787,0.0833333333333332,1.0,0,0,True,False,False,False,67.2
0.7215836526181354,0.4812925170068027,1.0,1,0,False,False,True,False,72.9
0.558109833971903,0.3843537414965985,0.0,2,1,False,False,False,False,74.2
0.5338441890166028,0.4149659863945576,0.0,2,2,False,False,False,False,84.4
0.3601532567049808,0.3639455782312923,0.086206896551724,2,0,False,True,False,False,64.7
0.0114942528735632,0.4217687074829932,0.9310344827586208,1,0,False,False,False,True,49.1
0.9246487867177524,0.379251700680272,0.879310344827586,2,1,True,False,False,False,85.5
0.8020434227330779,0.1530612244897958,0.0,1,2,True,False,False,False,50.7
0.1277139208173691,0.5697278911564623,0.0517241379310345,2,2,True,False,False,False,59.1
0.1149425287356321,0.8775510204081631,0.2931034482758621,0,2,True,False,False,False,51.3
0.3039591315453384,1.0,0.2758620689655173,2,1,False,False,True,False,53.6
0.7701149425287357,0.1088435374149658,0.0,1,1,False,False,False,True,50.3
0.5044699872286079,0.4098639455782311,0.0689655172413793,1,0,False,False,False,True,45.7
0.6577266922094509,0.2363945578231291,0.689655172413793,1,2,False,False,True,False,66.1
0.0,0.5680272108843536,0.5862068965517241,2,1,True,False,False,False,36.6
0.933588761174968,0.357142857142857,0.3448275862068964,1,0,False,True,False,False,83.3
0.1596424010217114,0.8860544217687074,0.2413793103448276,1,1,False,False,True,False,55.9
0.3154533844189016,0.9438775510204078,0.4655172413793104,2,2,False,False,True,False,70.6
0.9578544061302682,0.3214285714285714,0.6379310344827586,2,0,False,False,False,False,78.3
0.7381864623243933,0.3537414965986394,0.2931034482758621,2,0,False,False,True,False,70.8
0.51213282247765,0.5357142857142856,0.1206896551724138,1,2,False,False,True,False,59.0
0.8710089399744573,0.6377551020408161,0.9310344827586208,1,0,False,False,False,False,70.1
0.0523627075351213,0.7568027210884352,0.103448275862069,1,0,False,True,False,False,46.2
0.0676883780332056,0.0918367346938774,0.8448275862068965,2,1,True,False,False,False,31.4
0.1481481481481481,0.042517006802721,0.5689655172413793,2,1,False,False,True,False,34.8
0.260536398467433,0.6819727891156462,0.4655172413793104,2,2,False,False,False,True,57.7
0.7139208173690932,0.4778911564625849,0.2413793103448276,1,2,False,False,False,True,53.6
0.5338441890166028,0.6768707482993197,0.7068965517241378,2,0,False,False,True,False,72.2
0.4252873563218391,0.2976190476190475,0.4827586206896553,1,0,False,False,False,True,47.4
